timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1664110706178,893,Get Users,200,OK,stress 1-21,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,893,0,672
1664110707072,268,Delete User,200,OK,stress 1-21,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,268,0,0
1664110707342,218,Get User by ID,200,OK,stress 1-21,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,218,0,0
1664110708175,941,Get Users,200,OK,stress 1-22,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,941,0,693
1664110709117,218,Delete User,200,OK,stress 1-22,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,218,0,0
1664110709336,217,Get User by ID,200,OK,stress 1-22,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,217,0,0
1664110710176,965,Get Users,200,OK,stress 1-23,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,965,0,739
1664110711142,225,Delete User,200,OK,stress 1-23,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,225,0,0
1664110711367,221,Get User by ID,200,OK,stress 1-23,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,221,0,0
1664110712164,890,Get Users,200,OK,stress 1-24,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,890,0,662
1664110713055,221,Delete User,200,OK,stress 1-24,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,221,0,0
1664110713281,229,Get User by ID,200,OK,stress 1-24,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,229,0,0
1664110714174,1094,Get Users,200,OK,stress 1-25,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1094,0,876
1664110715269,228,Delete User,200,OK,stress 1-25,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,228,0,0
1664110715497,226,Get User by ID,200,OK,stress 1-25,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,226,0,0
1664110716177,940,Get Users,200,OK,stress 1-26,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,940,0,706
1664110717118,217,Delete User,200,OK,stress 1-26,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,217,0,0
1664110717335,232,Get User by ID,200,OK,stress 1-26,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,232,0,0
1664110718176,1360,Get Users,200,OK,stress 1-27,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1360,0,1052
1664110719537,306,Delete User,200,OK,stress 1-27,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,306,0,0
1664110719843,307,Get User by ID,200,OK,stress 1-27,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,307,0,0
1664110720175,1204,Get Users,200,OK,stress 1-28,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1204,0,897
1664110721380,225,Delete User,200,OK,stress 1-28,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,225,0,0
1664110721606,234,Get User by ID,200,OK,stress 1-28,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,234,0,0
1664110722175,919,Get Users,200,OK,stress 1-29,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,918,0,704
1664110723094,220,Delete User,200,OK,stress 1-29,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,220,0,0
1664110723314,234,Get User by ID,200,OK,stress 1-29,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,234,0,0
1664110724175,883,Get Users,200,OK,stress 1-30,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,883,0,669
1664110725058,214,Delete User,200,OK,stress 1-30,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,214,0,0
1664110725272,271,Get User by ID,200,OK,stress 1-30,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,271,0,0
